open,high,low,close,volume,date,MA for 10 days,MA for 50 days,MA for 100 days,Daily Return,ema7,ema14,ema30,ema60
105.3,106.7,105.0,105.1,2852100,1999-11-01,104.13,98.4716,89.20880000000001,0.025365853658536608,104.28192304928331,103.9103780227512,101.69763279209366,97.21602954705799
105.1,106.1,102.3,102.5,3691300,1999-11-02,103.97,98.23960000000001,88.8803,-0.017257909875359467,104.00923073237774,103.72735925702061,101.46298677775528,96.94877631136505
104.0,105.1,103.5,104.3,2498800,1999-11-03,104.33,98.05720000000001,88.5528,-0.009496676163342821,104.51230764317032,103.91618375810069,101.39146862449702,96.76059923717403
105.0,106.0,104.9,105.3,3183100,1999-11-04,104.46,97.845,88.2298,-0.0018957345971564177,104.58307685756041,103.85713510550079,101.19088025377266,96.5050263299596
106.0,106.7,105.3,105.5,3442600,1999-11-05,104.37,97.5652,87.8874,0.010536398467432928,104.34410247674722,103.63515589096245,100.90749268506731,96.20689162928026
105.6,105.9,103.9,104.4,2241800,1999-11-08,104.34,97.28779999999999,87.5399,0.007722007722007929,103.95880330232964,103.34825679726437,100.59076804265814,95.89187100654401
105.4,105.4,103.3,103.6,2106400,1999-11-09,104.42999999999999,97.0386,87.1984,0.005825242718446644,103.81173773643954,103.18645015068965,100.32806239042766,95.60345985422346
102.5,103.5,102.3,103.0,2689100,1999-11-10,104.47,96.7642,86.8849,-0.0077071290944122905,103.8823169819194,103.12282709694959,100.10241152080198,95.33239069673952
103.1,104.0,102.9,103.8,1388400,1999-11-11,104.65,96.37799999999999,86.6199,0.0,104.1764226425592,103.14172357340337,99.90257783258143,95.07247173730697
104.0,104.3,102.3,103.8,1496700,1999-11-12,104.59,96.00699999999999,86.35690000000001,0.0028985507246377384,104.3018968567456,103.04045027700388,99.63379009689737,94.77662332162247
103.8,103.9,102.6,103.5,1611500,1999-11-15,104.72,95.601,86.06769999999999,-0.024505183788878337,104.46919580899413,102.92359647346602,99.34646527599372,94.47074614608424
104.3,106.1,104.1,106.1,2940000,1999-11-16,104.75,95.141,85.7733,0.004734848484848397,104.79226107865884,102.83491900784541,99.0600146053726,94.1646697442566
105.9,106.9,105.4,105.6,2457200,1999-11-17,104.39000000000001,94.709,85.47229999999999,0.011494252873563093,104.35634810487846,102.33259885520624,98.57449837126036,93.76008227796021
104.9,105.0,103.6,104.4,1733200,1999-11-18,103.84,94.31819999999999,85.1988,-0.0076045627376425395,103.94179747317128,101.8299217560072,98.08998101755418,93.35872913484022
104.4,105.2,103.8,105.2,1531500,1999-11-19,103.125,93.9264,84.92479999999999,-0.0009496676163341933,103.78906329756171,101.43452510308522,97.65480729462688,92.98444876652971
105.1,105.8,104.4,105.3,1644500,1999-11-22,102.28599999999999,93.5274,84.6353,0.012499999999999956,103.31875106341562,100.85522127279063,97.13444917701494,92.57036228403919
104.9,104.9,103.5,104.0,2105600,1999-11-23,101.094,93.08760000000001,84.3154,-0.007633587786259555,102.65833475122082,100.17140916091225,96.571307740947,92.13884914112526
103.6,104.9,103.6,104.8,1801200,1999-11-24,99.815,92.6502,84.0504,0.015503875968992276,102.21111300162777,99.58239518566796,96.05898413687439,91.73677623065494
105.0,105.1,103.2,103.2,671200,1999-11-26,98.66,92.18299999999999,83.81739999999999,-0.01807802093244526,101.34815066883701,98.7796867526938,95.45615545665882,91.29395508593139
103.0,105.3,101.8,105.1,2038400,1999-11-29,97.77799999999999,91.7602,83.60789999999999,0.012524084778420042,100.73086755844935,98.09963856080054,94.92209721229045,90.89036034308161
104.3,104.7,103.6,103.8,1730500,1999-11-30,96.58599999999998,91.2582,83.3732,0.012682926829268304,99.27449007793247,97.02265987784678,94.22017288210358,90.4086776428471
103.3,103.4,101.1,102.5,2292600,1999-12-01,95.625,90.74220000000001,83.17399999999999,0.023976023976024052,97.76598677057663,95.97999216674627,93.55949514983485,89.95473451209615
101.2,101.3,99.0,100.1,3267000,1999-12-02,94.842,90.241,82.9921,0.02930591259640103,96.18798236076884,94.97691403855339,92.94290860844414,89.52947127521806
99.0,99.44,96.13,97.25,6360500,1999-12-03,94.29499999999999,89.7916,82.81859999999999,0.004544985022208348,94.88397648102513,94.1887469675616,92.44931609868166,89.17114826759834
96.0,97.94,95.56,96.81,3373000,1999-12-06,94.05799999999999,89.44040000000001,82.67609999999999,0.0367316341829087,94.09530197470018,93.71778496257107,92.11823445031487,88.89728888683896
96.94,97.19,93.06,93.38,5460000,1999-12-07,93.575,89.1004,82.53299999999999,0.02379125095932455,93.19040263293357,93.24205957219739,91.79466441240554,88.62906139147758
92.81,93.31,90.25,91.21,4971000,1999-12-08,93.337,88.81660000000002,82.4261,-0.021876675603217266,93.1272035105781,93.22083796792006,91.6853309236059,88.468012625087
92.0,94.63,91.75,93.25,4335900,1999-12-09,93.372,88.5412,82.3559,-0.011972875609239209,93.76627134743748,93.53019765529238,91.7181123666132,88.37506390051368
95.0,95.13,93.25,94.38,2925000,1999-12-10,93.603,88.24880000000002,82.2559,0.01287830006439128,93.93836179658331,93.57330498687581,91.612464943621,88.20981182934466
94.63,94.81,92.06,93.18,2713700,1999-12-13,93.94,87.88380000000001,82.1427,-0.010723006688608039,93.79114906211107,93.44919806177978,91.42160045697418,88.0006529083055
92.25,95.69,92.0,94.19,2887200,1999-12-14,94.16600000000001,87.49520000000001,82.0509,-0.00507024400549283,93.9948654161481,93.49061314820743,91.30033152297239,87.82508182045144
94.13,95.19,93.5,94.67,3021700,1999-12-15,93.991,87.05140000000002,81.98649999999999,0.000422698932685206,93.92982055486414,93.38301517100857,91.10104404179806,87.60932188216167
95.69,95.75,93.44,94.63,3238500,1999-12-16,93.874,86.61300000000001,81.9098,-0.0026349072512648064,93.68309407315218,93.18501750500987,90.85490914812895,87.36997686121799
95.06,95.44,92.38,94.88,7296000,1999-12-17,93.736,86.16040000000001,81.8185,0.03152859317242873,93.3674587642029,92.96271250578062,90.59455805489645,87.12387438193724
