,open,high,low,close,volume,date
1362,134.5000,135.5600,134.0900,135.5300,3088769,2019-11-01
1363,135.1100,135.2500,133.2300,133.7300,3410851,2019-10-31
1364,133.8300,135.2800,133.2000,135.2500,2252680,2019-10-30
1365,135.4200,135.5700,133.4400,133.8200,4158483,2019-10-29
1366,136.0000,136.6300,135.4500,135.9700,3225692,2019-10-28
1367,134.1200,135.9300,134.1000,135.4400,2577995,2019-10-25
1368,134.8300,135.0700,133.3000,134.0700,2619190,2019-10-24
1369,133.5200,134.5700,132.7000,134.3800,3626724,2019-10-23
1370,132.5500,134.0500,131.6100,133.9600,4193653,2019-10-22
1371,132.6100,133.1000,130.9000,132.5800,6370639,2019-10-21
1372,134.2200,134.4900,132.2500,134.0900,7177468,2019-10-18
1373,135.0000,136.0000,132.9100,134.2600,15824614,2019-10-17
1374,142.4900,142.9500,141.3900,142.1100,5835941,2019-10-16
1375,142.5400,143.7200,141.8100,143.0000,3044933,2019-10-15
1376,142.3100,142.4300,141.3200,142.0400,2325055,2019-10-14
1377,142.7700,144.5000,142.6100,142.7600,3015458,2019-10-11
1378,139.7700,141.7800,139.5600,141.1300,2619287,2019-10-10
1379,139.7700,140.3300,138.7900,139.6700,2631860,2019-10-09
1380,140.2400,140.4700,138.2500,138.3800,3342266,2019-10-08
1381,142.2600,142.7000,141.2200,141.2800,2487737,2019-10-07
1382,142.0600,143.0600,141.0300,142.9900,2447901,2019-10-04
1383,141.6200,142.0700,139.1800,142.0200,3138743,2019-10-03
1384,142.1900,142.2700,140.5700,141.6900,3347129,2019-10-02
1385,145.5900,147.3500,143.5400,143.6600,2973628,2019-10-01
1386,143.7300,146.5700,143.7300,145.4200,4004019,2019-09-30
1387,144.4100,145.0900,142.3800,143.2400,2356682,2019-09-27
1388,143.1700,143.8800,141.4100,143.5500,2313892,2019-09-26
1389,141.7400,143.6300,140.8600,143.1600,2544628,2019-09-25
1390,142.5000,142.8900,141.0700,141.6800,3311403,2019-09-24
1391,141.1900,142.2200,140.5600,142.0700,1849558,2019-09-23
1392,143.2500,143.8300,141.8200,141.8800,5217726,2019-09-20
1393,142.4600,145.0300,142.4500,142.9700,3181790,2019-09-19
1394,142.0500,142.3000,140.5100,142.2200,1994714,2019-09-18
1395,142.4800,142.4800,140.6600,142.2000,2940494,2019-09-17
1396,142.5600,143.6400,142.2700,142.4800,1928269,2019-09-16
1397,144.3200,144.6500,143.2600,143.6700,2206605,2019-09-13
1398,144.0300,144.0400,141.8800,143.6200,2504162,2019-09-12
1399,144.8500,145.1200,142.7100,143.6000,3867963,2019-09-11
1400,143.0000,145.4600,142.9600,145.0500,4979341,2019-09-10
1401,140.5900,143.0200,140.4600,142.6000,4218622,2019-09-09
1402,141.5200,141.5300,140.4600,140.5700,2576441,2019-09-06
1403,138.3000,141.7000,138.0500,140.9700,5011628,2019-09-05
1404,135.7100,136.4300,135.1500,136.3200,2247924,2019-09-04
1405,134.8500,134.9000,133.3300,134.1000,2827919,2019-09-03
1406,135.5800,136.0700,134.3600,135.5300,2960594,2019-08-30
1407,134.1800,135.6900,134.0400,134.8800,2972842,2019-08-29
1408,130.4400,132.8900,130.0400,132.7600,2713251,2019-08-28
1409,131.2000,131.7000,130.3100,131.1700,4728392,2019-08-27
1410,131.0500,131.3000,129.1600,129.9900,2836837,2019-08-26
1411,133.6300,134.2600,128.8300,129.5700,4818759,2019-08-23
1412,134.6900,135.6800,133.8100,134.3200,2695009,2019-08-22
1413,134.9600,135.9400,133.8000,134.2500,2806774,2019-08-21
1414,135.2400,135.2800,132.8100,133.0000,3018934,2019-08-20
1415,134.8800,136.3300,134.8800,135.0400,3165436,2019-08-19
1416,133.0400,134.5900,132.9500,133.7600,3011993,2019-08-16
1417,131.2200,132.3700,130.2500,131.9200,3738945,2019-08-15
1418,133.9100,134.1600,130.9800,131.2500,5114159,2019-08-14
1419,133.8000,136.5700,132.8100,135.7900,4551170,2019-08-13
1420,135.6600,135.8700,133.1800,134.1200,4516866,2019-08-12
1421,139.2700,139.3100,135.3500,136.1300,5244594,2019-08-09
1422,138.4500,140.4200,137.7600,140.1000,5261444,2019-08-08
1423,138.7400,139.5800,136.4100,139.1100,5931883,2019-08-07
1424,142.0300,142.4700,139.3100,140.7300,5070650,2019-08-06
1425,144.9800,145.1000,139.1500,140.7600,7114871,2019-08-05
1426,149.0300,152.9500,145.5900,147.2500,8101720,2019-08-02
1427,148.9000,152.8200,148.5000,150.3200,6344006,2019-08-01
1428,149.7000,150.1800,146.3900,148.2400,3722907,2019-07-31
1429,150.0000,150.4000,149.2200,149.7700,2632726,2019-07-30
1430,151.1100,151.4800,150.3200,150.8800,2075528,2019-07-29
1431,151.0000,151.4100,150.1000,151.3600,2904494,2019-07-26
1432,149.8200,150.6200,148.6100,150.3900,3102113,2019-07-25
1433,150.1200,151.4500,149.2000,150.0300,2952435,2019-07-24
1434,150.5700,150.7200,148.3800,150.3800,3742204,2019-07-23
1435,150.1600,151.9400,149.7000,149.7400,4093239,2019-07-22
1436,149.9600,151.5800,149.5500,149.6800,7290678,2019-07-19
1437,142.5000,150.3100,142.2000,149.6300,12695387,2019-07-18
1438,143.6100,143.8000,141.9500,143.0700,6064265,2019-07-17
1439,143.1700,144.0400,143.0200,143.5300,3474688,2019-07-16
1440,142.8900,143.5100,142.1200,143.3200,2368309,2019-07-15
1441,141.9200,142.9200,141.6600,142.7400,2786276,2019-07-12
1442,140.7900,141.5800,140.3000,141.2400,2133327,2019-07-11
1443,140.0000,141.9100,139.7900,140.4700,2513931,2019-07-10
1444,140.6100,140.9900,139.1300,139.3300,3365227,2019-07-09
1445,141.0500,141.2900,140.2700,140.5700,2395487,2019-07-08
1446,140.8700,141.4900,139.9100,141.3800,2135085,2019-07-05
1447,140.7200,141.8200,140.4300,141.5400,1930361,2019-07-03
1448,139.7500,140.4300,139.4700,140.2200,2410092,2019-07-02
1449,139.6000,141.4900,139.2800,139.8800,3387184,2019-07-01
1450,138.5700,139.1400,137.8400,137.9000,6154039,2019-06-28
1451,138.7200,139.3000,137.9500,138.5200,2149824,2019-06-27
1452,138.8700,139.6800,138.4100,138.5200,2284567,2019-06-26
1453,139.4600,139.5500,138.1300,138.3600,2801251,2019-06-25
1454,139.2000,140.1500,139.0500,139.3500,2186137,2019-06-24
1455,138.4400,139.5400,138.3900,139.2000,5288759,2019-06-21
1456,138.9300,139.5400,138.2000,138.8500,3071017,2019-06-20
1457,136.4300,138.3600,136.2400,137.0800,2382520,2019-06-19
1458,135.2000,137.1900,135.2000,136.3800,2914698,2019-06-18
1459,135.3900,136.0300,134.7000,134.9500,2194129,2019-06-17
1460,135.4400,135.8800,134.4300,135.1500,2193367,2019-06-14
1461,135.1300,136.2700,135.0900,135.7600,2955419,2019-06-13
1462,135.5600,135.9400,134.4100,134.8700,2254741,2019-06-12
1463,135.3200,136.4600,135.0500,135.9500,3407345,2019-06-11
1464,134.3800,135.3500,133.9100,134.7400,2911327,2019-06-10
1465,132.4700,134.7200,132.2100,133.3100,2553398,2019-06-07
1466,132.1900,132.6500,130.9000,132.2200,2298248,2019-06-06
1467,133.3800,133.6100,130.4700,131.4900,3161584,2019-06-05
1468,129.5600,132.7400,129.0900,132.6900,3913535,2019-06-04
1469,127.1000,128.5600,127.0600,128.2700,4267080,2019-06-03
1470,128.4400,128.4400,126.8500,126.9900,3539343,2019-05-31
1471,129.7400,129.9700,128.9300,129.5700,2741880,2019-05-30
1472,130.0000,130.2800,128.3200,129.6900,3678978,2019-05-29
1473,132.1300,132.6400,130.2700,130.4600,4909121,2019-05-28
1474,133.5300,134.2500,131.5900,132.2800,2596121,2019-05-24
1475,135.1300,135.1300,130.4400,132.3900,5343437,2019-05-23
1476,136.0000,136.7500,135.7100,136.3500,1849821,2019-05-22
1477,136.1200,137.0600,135.7900,136.4500,2503504,2019-05-21
1478,133.5300,135.4300,132.9300,135.1200,3264649,2019-05-20
1479,134.6800,135.4100,133.9400,134.3200,2619135,2019-05-17
1480,134.7400,136.1100,134.6400,135.8800,3017472,2019-05-16
1481,132.5900,134.5900,132.3700,134.4000,2551009,2019-05-15
1482,131.8200,134.3200,131.6800,133.3100,3280374,2019-05-14
1483,133.2800,133.5700,130.9600,131.4200,4958021,2019-05-13
1484,134.8800,135.7500,132.4200,135.3200,3977686,2019-05-10
1485,134.8900,135.5800,133.0300,135.3400,4192942,2019-05-09
1486,137.7700,138.7000,137.1300,138.0000,3818909,2019-05-08
1487,139.1500,139.5100,136.1900,137.6400,4726771,2019-05-07
1488,138.3000,140.6900,137.9000,140.3800,2793655,2019-05-06
1489,139.7000,141.0000,139.6300,140.2500,2580034,2019-05-03
1490,140.5000,141.2800,139.4100,139.5900,3541352,2019-05-02
1491,140.5500,141.8100,140.1700,140.5600,3053683,2019-05-01
1492,139.1100,140.4400,138.6800,140.2700,4638828,2019-04-30
1493,139.1500,139.6300,138.8100,139.0500,2958333,2019-04-29
1494,139.3400,139.8900,138.8100,139.4400,2319834,2019-04-26
1495,139.7000,139.7500,137.7100,138.6300,2910113,2019-04-25
1496,140.6000,141.3100,139.7800,139.9500,2774867,2019-04-24
1497,139.1500,140.9200,138.9400,140.4400,4462240,2019-04-23
1498,139.4200,140.5600,138.4800,138.8900,4494333,2019-04-22
1499,139.0000,140.4900,138.7000,140.3300,4960015,2019-04-18
1500,137.3700,141.9800,136.2600,139.1100,12525693,2019-04-17
1501,144.4000,145.3900,144.0200,145.1400,6301671,2019-04-16
1502,144.4000,144.4600,143.2700,143.9000,3603158,2019-04-15
1503,144.2600,144.4400,143.7000,144.3500,2898899,2019-04-12
1504,143.8000,144.1100,143.0300,143.7800,2941985,2019-04-11
1505,142.2000,143.5000,141.9800,143.0200,2678310,2019-04-10
1506,142.6600,142.9500,141.8400,142.1100,3038460,2019-04-09
1507,143.0200,143.4200,142.8700,143.3900,2118228,2019-04-08
1508,143.2900,143.5000,142.4600,143.2800,2731985,2019-04-05
1509,143.6200,144.1400,142.5400,142.7800,2771462,2019-04-04
1510,143.6500,144.2200,143.0100,143.6300,2681645,2019-04-03
1511,143.3500,143.9500,142.6000,143.0000,2404920,2019-04-02
1512,141.5100,143.4100,141.5100,143.3000,3984250,2019-04-01
1513,140.5000,141.2200,140.1500,141.1000,3101454,2019-03-29
1514,139.9100,140.4400,139.1000,139.9200,2663884,2019-03-28
1515,140.4100,140.4900,138.4000,139.2400,3098233,2019-03-27
1516,139.9300,141.0200,139.4200,140.2200,2553708,2019-03-26
1517,139.0600,139.9100,138.3500,139.1800,2839766,2019-03-25
1518,140.9700,141.4400,138.9000,139.4500,3877616,2019-03-22
1519,139.1000,142.1200,138.8800,141.4400,3605420,2019-03-21
1520,140.5300,140.7000,138.9800,139.6000,3649455,2019-03-20
1521,140.9600,141.7000,140.0000,140.4900,3482336,2019-03-19
1522,139.8300,140.3700,138.7200,140.2100,3268510,2019-03-18
1523,139.3700,140.3300,139.2300,139.4300,7153687,2019-03-15
1524,138.5100,138.9400,138.0600,138.7900,2738790,2019-03-14
1525,138.0500,139.3200,137.8500,138.5600,3173179,2019-03-13
1526,138.5200,139.7000,137.8600,138.2800,3954653,2019-03-12
1527,136.0300,137.7300,135.8400,137.7100,3939517,2019-03-11
1528,134.2100,135.2400,133.5800,135.0900,3773722,2019-03-08
1529,136.6100,136.8900,134.6300,135.3600,4358802,2019-03-07
1530,138.1200,138.3900,136.7200,136.9800,2768256,2019-03-06
1531,138.3700,138.7400,137.5600,137.8800,4250650,2019-03-05
1532,139.9900,140.0800,137.1700,138.4300,3407217,2019-03-04
1533,139.3100,140.0400,138.6400,139.2000,3030044,2019-03-01
1534,138.7700,139.0600,137.7200,138.1300,3457788,2019-02-28
1535,139.2500,139.5700,138.4000,139.1700,2530968,2019-02-27
1536,139.6700,140.4900,139.4700,139.7200,3060381,2019-02-26
1537,140.0000,140.4700,139.3200,139.4600,3194161,2019-02-25
1538,138.7300,139.3800,138.4300,139.2500,3113698,2019-02-22
1539,137.8200,138.3500,137.3500,137.8400,2937467,2019-02-21
1540,138.7600,139.2400,137.2200,138.0000,3801979,2019-02-20
1541,137.8100,138.7000,137.3600,138.7000,3385675,2019-02-19
1542,137.5800,138.1900,137.3900,138.0300,3844062,2019-02-15
1543,137.1700,137.6000,136.2100,136.4800,2789839,2019-02-14
1544,136.9200,137.9200,136.4100,137.5200,4253042,2019-02-13
1545,135.1500,136.2000,134.8600,136.0500,3317161,2019-02-12
1546,134.2900,135.1500,133.9100,133.9900,3095069,2019-02-11
1547,132.3400,133.7100,132.1900,133.7100,3250074,2019-02-08
1548,133.5500,134.4700,132.1200,133.1900,4379439,2019-02-07
1549,135.2200,136.6500,135.1700,136.3200,4879670,2019-02-06
1550,135.2800,135.8200,134.9200,135.5500,5398907,2019-02-05
1551,134.0200,135.2000,132.9900,135.1900,3966597,2019-02-04
1552,134.9700,135.2000,133.3500,134.1000,3806047,2019-02-01
1553,134.4500,134.7200,133.7400,134.4200,4884031,2019-01-31
1554,134.0000,135.0300,133.2500,134.3800,4500919,2019-01-30
1555,134.2900,135.4100,133.6000,134.3300,5037129,2019-01-29
1556,133.1000,134.8100,132.5800,134.2700,5357736,2019-01-28
1557,132.8700,134.4400,132.4300,133.9700,5708500,2019-01-25
1558,132.6300,133.2100,131.4300,132.5300,6322928,2019-01-24
1559,131.3700,135.0000,130.3100,132.8900,22063666,2019-01-23
1560,123.3000,123.8000,121.5400,122.5200,10052384,2019-01-22
1561,123.2700,124.7200,122.7100,123.8200,6008509,2019-01-18
1562,120.5600,122.4100,120.5500,122.1900,5029871,2019-01-17
1563,121.5800,122.0000,120.8300,121.6200,3841100,2019-01-16
1564,120.9600,121.9300,120.8200,121.7300,3507719,2019-01-15
1565,120.5100,120.6500,119.7600,120.3900,5228909,2019-01-14
1566,121.5800,121.6200,120.2000,121.4600,3722370,2019-01-11
1567,120.0800,121.8600,119.9500,121.7900,3909971,2019-01-10
1568,120.9100,121.4000,119.8700,120.6900,3633663,2019-01-09
1569,119.6600,120.5700,118.9800,119.8300,4763636,2019-01-08
1570,117.5000,118.8300,116.6700,118.1500,3751204,2019-01-07
1571,114.9100,117.4900,114.4400,117.3200,4477755,2019-01-04
1572,114.5300,114.8800,112.6900,112.9100,4346659,2019-01-03
1573,112.0100,115.9800,111.6900,115.2100,4239924,2019-01-02
1574,113.3300,114.3500,112.4201,113.6700,4982755,2018-12-31
1575,114.2200,114.8000,112.5000,113.0300,5117533,2018-12-28
1576,109.9900,113.7800,109.4700,113.7800,6045590,2018-12-27
1577,108.0000,111.3900,105.9400,111.3900,6645794,2018-12-26
1578,109.9000,111.0000,107.5000,107.5700,3821376,2018-12-24
1579,112.5000,115.2800,110.4400,110.9400,10386453,2018-12-21
1580,115.7000,116.4500,111.7000,113.0200,8454350,2018-12-20
1581,117.1500,120.2700,115.9700,116.4300,6979823,2018-12-19
1582,116.9000,118.2300,116.0200,116.6500,6290186,2018-12-18
1583,119.0700,119.7800,115.0700,116.1000,7374476,2018-12-17
1584,119.5000,121.1100,119.4400,119.9000,4554204,2018-12-14
1585,121.2600,121.7900,120.1700,120.7300,3993597,2018-12-13
1586,122.5100,122.8800,121.0000,121.1600,3560790,2018-12-12
1587,123.2500,123.8100,120.0000,120.8900,5043081,2018-12-11
1588,119.7400,121.6800,118.5200,121.1300,6549506,2018-12-10
1589,123.9000,124.0500,118.8700,119.3400,7019616,2018-12-07
1590,119.7200,123.9100,119.3010,123.9100,6938049,2018-12-06
1591,124.4900,124.9200,121.3300,121.6000,6000697,2018-12-04
1592,125.6700,126.5900,124.3600,125.3100,5843112,2018-12-03
1593,121.6600,124.6900,121.4800,124.2700,7251590,2018-11-30
1594,122.4400,123.1200,121.4000,121.4800,5200113,2018-11-29
1595,121.0100,123.0900,120.2200,123.0000,5104520,2018-11-28
1596,118.3800,120.0400,118.3700,120.0300,4903771,2018-11-27
1597,118.3700,120.2500,118.0600,119.5600,5011130,2018-11-26
1598,118.0900,118.3382,116.9100,117.1900,2334730,2018-11-23
1599,117.6100,119.5100,117.3900,118.5700,5335842,2018-11-21
1600,118.4900,119.4900,116.7000,117.2000,6233777,2018-11-20
1601,121.6300,122.1800,119.7700,120.3100,4131238,2018-11-19
1602,120.8900,121.8500,120.5400,121.5700,4076315,2018-11-16
1603,119.6600,121.4400,119.5100,121.4400,5207973,2018-11-15
1604,121.1100,121.9300,119.7700,120.2000,4762275,2018-11-14
1605,121.1900,122.2500,119.9000,120.8400,4084385,2018-11-13
1606,123.5000,123.5700,120.6500,120.9000,5379113,2018-11-12
1607,123.6100,124.5700,121.9600,123.5400,6961902,2018-11-09
1608,122.6600,124.4000,122.6300,123.3800,10396439,2018-11-08
1609,123.7900,125.0600,122.3300,124.8400,12382666,2018-11-07
1610,120.7000,123.8100,120.3100,123.1200,9597392,2018-11-06
1611,116.1000,120.7700,116.0000,120.0600,9144598,2018-11-05
1612,117.5100,117.7500,114.5400,115.6700,10592681,2018-11-02
1613,115.5000,117.0000,115.1100,116.8300,13626730,2018-11-01
1614,116.4900,116.5000,114.0900,115.4300,21644978,2018-10-31
1615,120.4800,121.5000,115.1500,115.4000,21458594,2018-10-30
1616,119.3400,123.9500,118.3000,119.6400,20450448,2018-10-29
1617,125.2100,125.7800,123.7100,124.7900,8767029,2018-10-26
1618,127.2500,127.7900,125.1400,126.4500,10304327,2018-10-25
1619,131.1700,131.6900,127.0000,127.2100,5710320,2018-10-24
1620,129.0200,131.9000,128.4100,131.2100,6463580,2018-10-23
1621,129.5800,130.4400,128.4000,130.0200,5719518,2018-10-22
1622,130.6500,131.8900,127.9600,129.1000,7791636,2018-10-19
1623,132.7300,133.4000,130.0400,130.5500,10011678,2018-10-18
1624,135.8900,137.1500,133.4200,134.0500,19464000,2018-10-17
1625,142.9300,145.4500,141.5800,145.1200,8695489,2018-10-16
1626,140.3800,142.2600,140.1400,141.1300,4965533,2018-10-15
1627,141.1200,141.5400,139.0800,140.8500,6563403,2018-10-12
1628,142.6200,144.1900,138.7800,139.0200,8710491,2018-10-11
1629,147.5000,147.6900,142.5000,142.6900,5547697,2018-10-10
1630,148.0800,148.3600,146.9300,147.2400,3642496,2018-10-09
1631,148.5000,149.0700,147.1800,148.3900,3239347,2018-10-08
1632,150.9000,151.7900,147.8700,149.0300,4602252,2018-10-05
1633,151.6900,152.8000,150.3600,151.3100,4238143,2018-10-04
1634,154.0000,154.3600,152.8000,153.2200,3315298,2018-10-03
1635,152.9900,153.8400,152.5000,153.7500,3030125,2018-10-02
1636,151.7100,153.4200,151.7100,153.0000,3757419,2018-10-01
1637,151.1600,151.6300,150.7900,151.2100,3305798,2018-09-28
1638,152.0100,152.3900,151.1600,151.5000,3477643,2018-09-27
1639,152.4000,153.3500,151.3400,151.6100,7401862,2018-09-26
1640,149.9100,150.4100,148.3600,148.9100,4397457,2018-09-25
1641,151.1000,151.2000,149.4600,150.0300,4264984,2018-09-24
1642,151.4800,152.6000,150.7400,151.3500,19947878,2018-09-21
1643,149.5800,151.3800,149.4400,151.1500,5952223,2018-09-20
1644,148.6300,149.9600,148.2300,149.0600,4246382,2018-09-19
1645,147.7600,148.9900,147.4700,148.5600,3629596,2018-09-18
1646,148.4400,149.0700,147.7700,147.9400,3551882,2018-09-17
1647,148.8500,149.3000,147.7800,148.3300,3452144,2018-09-14
1648,147.3500,149.0000,147.1200,148.9500,5346540,2018-09-13
1649,146.3700,147.9800,146.0300,146.5700,4506679,2018-09-12
1650,146.0000,146.9900,145.2500,146.4900,3374774,2018-09-11
1651,146.6000,147.3000,145.5600,145.6500,3618209,2018-09-10
1652,145.9400,146.5000,145.1200,145.4500,4693127,2018-09-07
1653,146.8800,147.6600,145.5400,146.3900,4248831,2018-09-06
1654,145.1900,146.7500,145.0500,146.6600,3126540,2018-09-05
1655,145.9800,146.1900,144.8100,145.6800,3326153,2018-09-04
1656,145.7200,146.7800,145.5400,146.4800,3488476,2018-08-31
1657,147.0300,147.3000,145.2500,145.9300,3340369,2018-08-30
1658,146.8700,147.9300,146.6000,147.5400,3153845,2018-08-29
1659,146.9500,146.9900,146.1900,146.5900,2455328,2018-08-28
1660,146.9400,147.6200,146.5200,146.6900,3491565,2018-08-27
1661,145.4600,146.0900,144.8700,146.0400,2776813,2018-08-24
1662,145.0400,145.5200,144.7500,145.3700,2220603,2018-08-23
1663,146.0100,146.1600,145.1900,145.2400,2388961,2018-08-22
1664,147.0000,147.1200,145.8900,145.9700,3106876,2018-08-21
1665,146.3700,147.1600,146.1500,146.5100,2499654,2018-08-20
1666,144.7900,146.3900,144.6900,146.0600,2678820,2018-08-17
1667,144.3700,145.6800,144.3700,145.3400,5250878,2018-08-16
1668,142.5500,144.0000,142.0000,143.9100,4241496,2018-08-15
1669,143.0000,143.8200,142.9300,143.3600,2860041,2018-08-14
1670,144.1500,144.3000,142.5300,142.7100,2858842,2018-08-13
1671,144.5000,145.0700,143.8800,144.4800,3003158,2018-08-10
1672,145.5300,145.9400,144.7300,144.7700,3093504,2018-08-09
1673,147.3300,147.4300,146.2400,146.8900,3581746,2018-08-08
1674,146.6500,147.6400,146.3500,147.0100,3508758,2018-08-07
1675,146.9500,147.2000,145.5700,146.0300,3913743,2018-08-06
1676,143.2400,147.9200,143.0000,147.7000,8053567,2018-08-03
1677,142.8600,143.3600,142.3300,142.9600,3841447,2018-08-02
1678,144.7600,145.1900,143.3400,143.5000,3388386,2018-08-01
1679,145.7400,145.8000,144.1600,144.9300,5474478,2018-07-31
1680,144.8000,146.2400,144.6900,145.4900,3608283,2018-07-30
1681,146.8900,147.1400,144.6600,145.1500,3749642,2018-07-27
1682,147.4300,149.2700,146.6300,146.7100,4778022,2018-07-26
1683,146.0100,146.6500,145.5000,146.6200,3623182,2018-07-25
1684,146.7000,147.0400,145.9200,146.3800,3891625,2018-07-24
1685,146.3500,146.7000,145.0100,145.7000,3897892,2018-07-23
1686,148.5800,148.8600,146.2600,146.3500,6415972,2018-07-20
1687,147.8500,150.5400,147.2500,149.2400,14655804,2018-07-19
1688,143.5100,144.8000,142.7400,144.5200,6935288,2018-07-18
1689,144.7500,145.0000,143.3400,143.4900,5096741,2018-07-17
1690,145.6700,145.7900,144.2100,145.4600,3468817,2018-07-16
1691,146.4500,146.9800,145.8000,145.9000,3067638,2018-07-13
1692,145.8500,146.8300,145.7400,146.4500,3119505,2018-07-12
1693,144.0000,146.1900,144.0000,144.9400,3526565,2018-07-11
1694,144.5100,145.5900,144.2600,144.7100,3776991,2018-07-10
1695,142.5900,144.7200,142.4700,144.3900,3904652,2018-07-09
1696,141.5300,142.9400,141.1700,142.4800,2910426,2018-07-06
1697,140.4800,141.4300,139.9300,141.4300,3744730,2018-07-05
1698,140.6500,140.9400,139.3700,139.5700,1963232,2018-07-03
1699,138.2800,140.2200,138.2000,139.8600,3405642,2018-07-02
1700,140.3200,141.3600,139.6100,139.7000,3753684,2018-06-29
1701,138.1000,140.5400,137.9500,140.0400,4523666,2018-06-28
1702,139.1100,139.7800,137.4500,137.4800,4097588,2018-06-27
1703,139.3600,139.8500,138.3300,139.0800,4139455,2018-06-26
1704,140.4000,140.4000,138.2800,138.7900,8937085,2018-06-25
1705,141.6400,141.8100,140.7800,141.2800,6013678,2018-06-22
1706,142.5900,143.1400,140.8300,141.2500,3887650,2018-06-21
1707,144.2200,144.5200,142.4100,142.6300,3329917,2018-06-20
1708,143.1200,144.2200,142.9500,143.9000,3487015,2018-06-19
1709,144.1800,144.5200,143.1400,144.4800,4286406,2018-06-18
1710,144.9000,145.4700,143.7000,145.3900,9116048,2018-06-15
1711,146.6500,146.9800,145.0900,145.2000,3326343,2018-06-14
1712,146.7900,147.4700,146.2000,146.3500,2968180,2018-06-13
1713,147.1000,147.5200,146.6200,146.8700,2640515,2018-06-12
1714,146.6200,147.4100,146.1400,146.5800,3259986,2018-06-11
1715,145.0000,146.4300,144.3700,146.1400,5210468,2018-06-08
1716,145.0000,146.7000,144.9300,145.3600,4316484,2018-06-07
1717,144.3400,144.7200,143.5400,144.7100,3220139,2018-06-06
1718,143.0500,144.0800,143.0400,143.7000,2836017,2018-06-05
1719,142.3000,143.1700,142.1800,143.0400,3035257,2018-06-04
1720,142.4300,142.8400,141.6200,141.9500,3857530,2018-06-01
1721,142.8100,142.8100,141.0500,141.3100,6830256,2018-05-31
1722,141.9000,143.1000,141.8200,142.6200,5118530,2018-05-30
1723,142.5300,142.8900,140.2100,141.2200,4537638,2018-05-29
1724,143.9000,144.5700,143.4600,143.6400,4914294,2018-05-25
1725,144.3900,144.4800,142.9500,144.0700,3398701,2018-05-24
1726,144.3500,144.7000,143.4800,144.6700,3459747,2018-05-23
1727,145.5200,146.2000,145.0000,145.0900,2284020,2018-05-22
1728,144.9500,146.0400,144.6800,145.4900,2894698,2018-05-21
1729,144.4700,144.9400,143.9900,144.0800,2682243,2018-05-18
1730,144.5000,145.1900,143.7700,144.5000,3147659,2018-05-17
1731,143.7000,145.0300,143.2700,144.6300,3168659,2018-05-16
1732,143.5000,143.9900,142.9200,143.7400,4089397,2018-05-15
1733,144.4700,145.1200,144.1400,144.3000,3216062,2018-05-14
1734,144.1100,144.8500,143.5800,144.1400,3073167,2018-05-11
1735,143.1500,144.3300,143.0100,144.2400,3726608,2018-05-10
1736,141.9000,143.0200,141.2800,142.6100,4195953,2018-05-09
1737,143.0000,143.5100,142.0600,143.0000,5369119,2018-05-08
1738,144.0000,144.3200,142.6400,143.2200,3657009,2018-05-07
1739,141.1000,144.3500,140.2800,143.9100,4402170,2018-05-04
1740,142.1300,142.2300,139.9000,141.9900,5018592,2018-05-03
1741,144.4600,144.8200,142.0700,142.4500,5194917,2018-05-02
1742,144.6500,145.0200,143.4700,145.0000,4433393,2018-05-01
1743,146.8600,147.3800,144.9600,144.9600,4415533,2018-04-30
1744,146.8400,147.2500,145.6600,146.4800,3205482,2018-04-27
1745,146.6000,147.3600,146.2000,146.7200,4265812,2018-04-26
1746,145.7900,146.4000,144.1100,145.9400,7324654,2018-04-25
1747,146.5100,147.3000,144.5300,145.5600,4916476,2018-04-24
1748,145.0300,145.9600,144.3300,145.8600,5315625,2018-04-23
1749,147.9000,147.9700,144.5100,144.9000,8265643,2018-04-20
1750,149.1900,149.2100,146.6200,147.7000,8086056,2018-04-19
1751,152.1400,152.6300,148.2600,148.7900,20381695,2018-04-18
1752,158.8200,162.0000,158.5100,160.9100,10207534,2018-04-17
1753,157.9900,159.1400,157.6700,157.8900,4186755,2018-04-16
1754,158.6700,159.2200,155.9100,156.7100,4057058,2018-04-13
1755,156.7500,158.9800,156.6700,158.0700,5639444,2018-04-12
1756,154.3700,155.7800,153.8800,155.3600,3306539,2018-04-11
1757,155.0300,156.6000,154.7500,155.3900,3955952,2018-04-10
1758,151.8000,154.6600,151.7400,152.6900,4413178,2018-04-09
1759,153.4600,153.9500,149.5400,150.5700,3672919,2018-04-06
1760,154.4400,154.9200,153.3400,154.0300,3185388,2018-04-05
1761,147.8900,154.4700,147.4500,154.1200,4805261,2018-04-04
1762,150.8000,151.0000,148.3000,149.8500,4135696,2018-04-03
1763,153.3400,153.3800,148.4300,150.0700,5150435,2018-04-02
1764,153.0700,153.8900,151.0800,153.4300,3419959,2018-03-29
1765,152.0700,153.8600,151.8900,152.5200,3664826,2018-03-28
1766,153.9500,154.8700,151.1600,151.9100,3810994,2018-03-27
1767,151.2100,153.6600,150.2800,153.3700,4038586,2018-03-26
1768,152.2500,152.5800,148.5400,148.8900,4389015,2018-03-23
1769,155.0000,155.2500,152.0000,152.0900,4617371,2018-03-22
1770,156.5700,158.2000,155.9200,156.6900,3240695,2018-03-21
1771,157.5200,157.9300,155.2900,156.2000,4296935,2018-03-20
1772,159.7100,159.8900,156.4500,157.3500,5415258,2018-03-19
